vlookup server,vlookup sw,Index,Facility,Card,Cable Length,Dell P/N,Cable Type,Cable Color,Server Transceiver,Switch Transceiver,Row,Rack,Node,Sled,Interface,Row,Rack,Switch,Port,Label,TSS Top,TSS Bottom,,,U Height,Device Position,Sled number,CMSH Switchport config commands - server hostname column must be populated,"CMSH rackview config commands - Server Hostname, U height and Device Position columns must be populated"
3U36,2U39,484,TSS,HCA4 - Port 1,,,,,N/A,,B5,3,U36,,200GBE4,B5,2,U39,6/2,"B5 R3 U36 HCA4 - Port 1
B5 R2 SW U39 P6/2",B5 R3 U36 HCA4 - Port 1,B5 R2 SW U39 P6/2,,,,,,,
,2U39,485,,open,,,,,,,,,,,,B5,2,U39,7,,,,,,,,,,
,2U39,486,,open,,,,,,,,,,,,B5,2,U39,8,,,,,,,,,,
,2U39,487,,open,,,,,,,,,,,,B5,2,U39,9,,,,,,,,,,
,2U39,488,,open,,,,,,,,,,,,B5,2,U39,10,,,,,,,,,,
,2U39,489,,open,,,,,,,,,,,,B5,2,U39,11,,,,,,,,,,
,2U39,490,,open,,,,,,,,,,,,B5,2,U39,12,,,,,,,,,,
,2U39,491,,open,,,,,,,,,,,,B5,2,U39,13,,,,,,,,,,
,2U39,492,,open,,,,,,,,,,,,B5,2,U39,14,,,,,,,,,,
,2U39,493,,open,,,,,,,,,,,,B5,2,U39,15,,,,,,,,,,
,2U39,494,,open,,,,,,,,,,,,B5,2,U39,16,,,,,,,,,,
,2U39,495,,open,,,,,,,,,,,,B5,2,U39,17,,,,,,,,,,
,2U39,496,,open,,,,,,,,,,,,B5,2,U39,18,,,,,,,,,,
,2U39,497,,open,,,,,,,,,,,,B5,2,U39,19,,,,,,,,,,
,2U39,498,,open,,,,,,,,,,,,B5,2,U39,20,,,,,,,,,,
,2U39,499,,open,,,,,,,,,,,,B5,2,U39,21,,,,,,,,,,
,2U39,500,,open,,,,,,,,,,,,B5,2,U39,22,,,,,,,,,,
,2U39,501,,open,,,,,,,,,,,,B5,2,U39,23,,,,,,,,,,
,2U39,502,,open,,,,,,,,,,,,B5,2,U39,24,,,,,,,,,,
,2U39,503,,open,,,,,,,,,,,,B5,2,U39,25,,,,,,,,,,
,2U39,504,,open,,,,,,,,,,,,B5,2,U39,26,,,,,,,,,,
,2U39,505,,open,,,,,,,,,,,,B5,2,U39,27,,,,,,,,,,
,2U39,506,,open,,,,,,,,,,,,B5,2,U39,28,,,,,,,,,,
,2U39,507,,open,,,,,,,,,,,,B5,2,U39,29,,,,,,,,,,
,2U39,508,,open,,,,,,,,,,,,B5,2,U39,30,,,,,,,,,,
,2U39,509,,open,,,,,,,,,,,,B5,2,U39,31,,,,,,,,,,
,2U39,510,,open,,,,,,,,,,,,B5,2,U39,32,,,,,,,,,,
,2U39,511,,open,,,,,,,,,,,,B5,2,U39,33,,,,,,,,,,
,2U39,512,,open,,,,,,,,,,,,B5,2,U39,34,,,,,,,,,,
,2U39,513,,open,,,,,,,,,,,,B5,2,U39,35,,,,,,,,,,
,2U39,514,,open,,,,,,,,,,,,B5,2,U39,36,,,,,,,,,,
,2U39,515,,open,,,,,,,,,,,,B5,2,U39,37,,,,,,,,,,
,2U39,516,,open,,,,,,,,,,,,B5,2,U39,38,,,,,,,,,,
,2U39,517,,open,,,,,,,,,,,,B5,2,U39,39,,,,,,,,,,
,2U39,518,,open,,,,,,,,,,,,B5,2,U39,40,,,,,,,,,,
,2U39,519,,open,,,,,,,,,,,,B5,2,U39,41,,,,,,,,,,
,2U39,520,,open,,,,,,,,,,,,B5,2,U39,42,,,,,,,,,,
,2U39,521,,open,,,,,,,,,,,,B5,2,U39,43,,,,,,,,,,
,2U39,522,,open,,,,,,,,,,,,B5,2,U39,44,,,,,,,,,,
,2U39,523,,open,,,,,,,,,,,,B5,2,U39,45,,,,,,,,,,
,2U39,524,,open,,,,,,,,,,,,B5,2,U39,46,,,,,,,,,,
,2U39,525,,open,,,,,,,,,,,,B5,2,U39,47,,,,,,,,,,
,2U39,526,,open,,,,,,,,,,,,B5,2,U39,48,,,,,,,,,,
,2U39,527,,open,,,,,,,,,,,,B5,2,U39,49,,,,,,,,,,
,2U39,528,,open,,,,,,,,,,,,B5,2,U39,50,,,,,,,,,,
,2U39,529,,open,,,,,,,,,,,,B5,2,U39,51,,,,,,,,,,
,2U39,530,,open,,,,,,,,,,,,B5,2,U39,52,,,,,,,,,,
,2U39,531,,open,,,,,,,,,,,,B5,2,U39,53,,,,,,,,,,
,2U39,532,,open,,,,,,,,,,,,B5,2,U39,54,,,,,,,,,,
,2U39,533,,open,,,,,,,,,,,,B5,2,U39,55,,,,,,,,,,
,2U39,534,,open,,,,,,,,,,,,B5,2,U39,56,,,,,,,,,,
,2U39,535,,open,,,,,,,,,,,,B5,2,U39,57,,,,,,,,,,
,2U39,536,,open,,,,,,,,,,,,B5,2,U39,58,,,,,,,,,,
,2U39,537,,open,,,,,,,,,,,,B5,2,U39,59,,,,,,,,,,
,2U39,538,,open,,,,,,,,,,,,B5,2,U39,60,,,,,,,,,,
,2U39,539,,open,,,,,,,,,,,,B5,2,U39,61,,,,,,,,,,
,2U39,540,,open,,,,,,,,,,,,B5,2,U39,62,,,,,,,,,,
,2U39,541,,open,,,,,,,,,,,,B5,2,U39,63,,,,,,,,,,
,2U39,542,,open,,,,,,,,,,,,B5,2,U39,64,,,,,,,,,,
in use - ISLin use - ISL,2U39,543,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,2,U39,65 - SFP28,,,,,,,,,,
2U34,3U39,544,TSS,DPU - Port 2,5M,MFP7E10-N005,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,MMA4Z00-NS-T,B5,2,U34,,DPU0,B5,3,U39,1/1,"B5 R2 U34 DPU - Port 2
B5 R3 SW U39 P1/1",B5 R2 U34 DPU - Port 2,B5 R3 SW U39 P1/1,,,,,,,
3U34,3U39,545,TSS,DPU - Port 2,5M,MFP7E10-N005,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,,B5,3,U34,,DPU0,B5,3,U39,1/2,"B5 R3 U34 DPU - Port 2
B5 R3 SW U39 P1/2",B5 R3 U34 DPU - Port 2,B5 R3 SW U39 P1/2,,,,,,,
1OU41,3U39,546,TSS,DPU - Port 2,10M,MFP7E10-N007,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,MMA4Z00-NS-T,B5,1,OU41,,DPU0,B5,3,U39,2/1,"B5 R1 OU41 DPU - Port 2
B5 R3 SW U39 P2/1",B5 R1 OU41 DPU - Port 2,B5 R3 SW U39 P2/1,,,,,,,
1OU42,3U39,547,TSS,DPU - Port 2,7M,MFP7E10-N007,OSFP to QSFP112 MMF,Aqua,MMA1Z00-NS400-T,,B5,1,OU42,,DPU0,B5,3,U39,2/2,"B5 R1 OU42 DPU - Port 2
B5 R3 SW U39 P2/2",B5 R1 OU42 DPU - Port 2,B5 R3 SW U39 P2/2,,,,,,,
2U36,3U39,548,TSS,HCA5 - Port 1,5M,MFA7U10-H005,NDR to 2x HDR copper,Black,N/A,N/A,B5,2,U36,,200GBE5,B5,3,U39,3/1,"B5 R2 U36 HCA5 - Port 1
B5 R3 SW U39 P3/1",B5 R2 U36 HCA5 - Port 1,B5 R3 SW U39 P3/1,,,,,,,
2U36,3U39,549,TSS,HCA6 - Port 1,,,,,N/A,,B5,2,U36,,200GBE6,B5,3,U39,3/2,"B5 R2 U36 HCA6 - Port 1
B5 R3 SW U39 P3/2",B5 R2 U36 HCA6 - Port 1,B5 R3 SW U39 P3/2,,,,,,,
2U36,3U39,550,TSS,HCA7 - Port 1,5M,MFA7U10-H005,NDR to 2x HDR copper,Black,N/A,N/A,B5,2,U36,,200GBE7,B5,3,U39,4/1,"B5 R2 U36 HCA7 - Port 1
B5 R3 SW U39 P4/1",B5 R2 U36 HCA7 - Port 1,B5 R3 SW U39 P4/1,,,,,,,
2U36,3U39,551,TSS,HCA8 - Port 1,,,,,N/A,,B5,2,U36,,200GBE8,B5,3,U39,4/2,"B5 R2 U36 HCA8 - Port 1
B5 R3 SW U39 P4/2",B5 R2 U36 HCA8 - Port 1,B5 R3 SW U39 P4/2,,,,,,,
3U36,3U39,552,TSS,HCA5 - Port 1,1.5M,MCP7Y60-H01A,NDR to 2x HDR copper,Black,N/A,N/A,B5,3,U36,,200GBE5,B5,3,U39,5/1,"B5 R3 U36 HCA5 - Port 1
B5 R3 SW U39 P5/1",B5 R3 U36 HCA5 - Port 1,B5 R3 SW U39 P5/1,,,,,,,
3U36,3U39,553,TSS,HCA6 - Port 1,,,,,N/A,,B5,3,U36,,200GBE6,B5,3,U39,5/2,"B5 R3 U36 HCA6 - Port 1
B5 R3 SW U39 P5/2",B5 R3 U36 HCA6 - Port 1,B5 R3 SW U39 P5/2,,,,,,,
3U36,3U39,554,TSS,HCA7 - Port 1,1.5M,MCP7Y60-H01A,NDR to 2x HDR copper,Black,N/A,N/A,B5,3,U36,,200GBE7,B5,3,U39,6/1,"B5 R3 U36 HCA7 - Port 1
B5 R3 SW U39 P6/1",B5 R3 U36 HCA7 - Port 1,B5 R3 SW U39 P6/1,,,,,,,
3U36,3U39,555,TSS,HCA8 - Port 1,,,,,N/A,,B5,3,U36,,200GBE8,B5,3,U39,6/2,"B5 R3 U36 HCA8 - Port 1
B5 R3 SW U39 P6/2",B5 R3 U36 HCA8 - Port 1,B5 R3 SW U39 P6/2,,,,,,,
,3U39,556,,open,,,,,,,,,,,,B5,3,U39,7,,,,,,,,,,
,3U39,557,,open,,,,,,,,,,,,B5,3,U39,8,,,,,,,,,,
,3U39,558,,open,,,,,,,,,,,,B5,3,U39,9,,,,,,,,,,
,3U39,559,,open,,,,,,,,,,,,B5,3,U39,10,,,,,,,,,,
,3U39,560,,open,,,,,,,,,,,,B5,3,U39,11,,,,,,,,,,
,3U39,561,,open,,,,,,,,,,,,B5,3,U39,12,,,,,,,,,,
,3U39,562,,open,,,,,,,,,,,,B5,3,U39,13,,,,,,,,,,
,3U39,563,,open,,,,,,,,,,,,B5,3,U39,14,,,,,,,,,,
,3U39,564,,open,,,,,,,,,,,,B5,3,U39,15,,,,,,,,,,
,3U39,565,,open,,,,,,,,,,,,B5,3,U39,16,,,,,,,,,,
,3U39,566,,open,,,,,,,,,,,,B5,3,U39,17,,,,,,,,,,
,3U39,567,,open,,,,,,,,,,,,B5,3,U39,18,,,,,,,,,,
,3U39,568,,open,,,,,,,,,,,,B5,3,U39,19,,,,,,,,,,
,3U39,569,,open,,,,,,,,,,,,B5,3,U39,20,,,,,,,,,,
,3U39,570,,open,,,,,,,,,,,,B5,3,U39,21,,,,,,,,,,
,3U39,571,,open,,,,,,,,,,,,B5,3,U39,22,,,,,,,,,,
,3U39,572,,open,,,,,,,,,,,,B5,3,U39,23,,,,,,,,,,
,3U39,573,,open,,,,,,,,,,,,B5,3,U39,24,,,,,,,,,,
,3U39,574,,open,,,,,,,,,,,,B5,3,U39,25,,,,,,,,,,
,3U39,575,,open,,,,,,,,,,,,B5,3,U39,26,,,,,,,,,,
,3U39,576,,open,,,,,,,,,,,,B5,3,U39,27,,,,,,,,,,
,3U39,577,,open,,,,,,,,,,,,B5,3,U39,28,,,,,,,,,,
,3U39,578,,open,,,,,,,,,,,,B5,3,U39,29,,,,,,,,,,
,3U39,579,,open,,,,,,,,,,,,B5,3,U39,30,,,,,,,,,,
,3U39,580,,open,,,,,,,,,,,,B5,3,U39,31,,,,,,,,,,
,3U39,581,,open,,,,,,,,,,,,B5,3,U39,32,,,,,,,,,,
,3U39,582,,open,,,,,,,,,,,,B5,3,U39,33,,,,,,,,,,
,3U39,583,,open,,,,,,,,,,,,B5,3,U39,34,,,,,,,,,,
,3U39,584,,open,,,,,,,,,,,,B5,3,U39,35,,,,,,,,,,
,3U39,585,,open,,,,,,,,,,,,B5,3,U39,36,,,,,,,,,,
,3U39,586,,open,,,,,,,,,,,,B5,3,U39,37,,,,,,,,,,
,3U39,587,,open,,,,,,,,,,,,B5,3,U39,38,,,,,,,,,,
,3U39,588,,open,,,,,,,,,,,,B5,3,U39,39,,,,,,,,,,
,3U39,589,,open,,,,,,,,,,,,B5,3,U39,40,,,,,,,,,,
,3U39,590,,open,,,,,,,,,,,,B5,3,U39,41,,,,,,,,,,
,3U39,591,,open,,,,,,,,,,,,B5,3,U39,42,,,,,,,,,,
,3U39,592,,open,,,,,,,,,,,,B5,3,U39,43,,,,,,,,,,
,3U39,593,,open,,,,,,,,,,,,B5,3,U39,44,,,,,,,,,,
,3U39,594,,open,,,,,,,,,,,,B5,3,U39,45,,,,,,,,,,
,3U39,595,,open,,,,,,,,,,,,B5,3,U39,46,,,,,,,,,,
,3U39,596,,open,,,,,,,,,,,,B5,3,U39,47,,,,,,,,,,
,3U39,597,,open,,,,,,,,,,,,B5,3,U39,48,,,,,,,,,,
,3U39,598,,open,,,,,,,,,,,,B5,3,U39,49,,,,,,,,,,
,3U39,599,,open,,,,,,,,,,,,B5,3,U39,50,,,,,,,,,,
,3U39,600,,open,,,,,,,,,,,,B5,3,U39,51,,,,,,,,,,
,3U39,601,,open,,,,,,,,,,,,B5,3,U39,52,,,,,,,,,,
,3U39,602,,open,,,,,,,,,,,,B5,3,U39,53,,,,,,,,,,
,3U39,603,,open,,,,,,,,,,,,B5,3,U39,54,,,,,,,,,,
,3U39,604,,open,,,,,,,,,,,,B5,3,U39,55,,,,,,,,,,
,3U39,605,,open,,,,,,,,,,,,B5,3,U39,56,,,,,,,,,,
,3U39,606,,open,,,,,,,,,,,,B5,3,U39,57,,,,,,,,,,
,3U39,607,,open,,,,,,,,,,,,B5,3,U39,58,,,,,,,,,,
,3U39,608,,open,,,,,,,,,,,,B5,3,U39,59,,,,,,,,,,
,3U39,609,,open,,,,,,,,,,,,B5,3,U39,60,,,,,,,,,,
,3U39,610,,open,,,,,,,,,,,,B5,3,U39,61,,,,,,,,,,
,3U39,611,,open,,,,,,,,,,,,B5,3,U39,62,,,,,,,,,,
,3U39,612,,open,,,,,,,,,,,,B5,3,U39,63,,,,,,,,,,
,3U39,613,,open,,,,,,,,,,,,B5,3,U39,64,,,,,,,,,,
in use - ISLin use - ISL,3U39,614,TSS,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,in use - ISL,B5,3,U39,65 - SFP28,,,,,,,,,,
1OU40,1OU39,615,Franklin,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU40,,MGMT IN,B5,1,OU39,MGMT OUT,"B5 R1 OU40 MGMT
B5 R1 SW OU39 PMGMT OUT",B5 R1 OU40 MGMT,B5 R1 SW OU39 PMGMT OUT,,,,,,,
1OU39,1OU38,616,Franklin,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU39,,MGMT IN,B5,1,OU38,MGMT OUT,"B5 R1 OU39 MGMT
B5 R1 SW OU38 PMGMT OUT",B5 R1 OU39 MGMT,B5 R1 SW OU38 PMGMT OUT,,,,,,,
1OU38,1OU23,617,Franklin,MGMT,3FT,3FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU38,,MGMT IN,B5,1,OU23,MGMT OUT,"B5 R1 OU38 MGMT
B5 R1 SW OU23 PMGMT OUT",B5 R1 OU38 MGMT,B5 R1 SW OU23 PMGMT OUT,,,,,,,
1OU23,1OU22,618,Franklin,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU23,,MGMT IN,B5,1,OU22,MGMT OUT,"B5 R1 OU23 MGMT
B5 R1 SW OU22 PMGMT OUT",B5 R1 OU23 MGMT,B5 R1 SW OU22 PMGMT OUT,,,,,,,
1OU22,1OU10,619,Franklin,MGMT,3FT,3FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU22,,MGMT IN,B5,1,OU10,MGMT OUT,"B5 R1 OU22 MGMT
B5 R1 SW OU10 PMGMT OUT",B5 R1 OU22 MGMT,B5 R1 SW OU10 PMGMT OUT,,,,,,,
1OU10,1OU09,620,Franklin,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU10,,MGMT IN,B5,1,OU09,MGMT OUT,"B5 R1 OU10 MGMT
B5 R1 SW OU09 PMGMT OUT",B5 R1 OU10 MGMT,B5 R1 SW OU09 PMGMT OUT,,,,,,,
1OU09,1OU08,621,Franklin,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU09,,MGMT IN,B5,1,OU08,MGMT OUT,"B5 R1 OU09 MGMT
B5 R1 SW OU08 PMGMT OUT",B5 R1 OU09 MGMT,B5 R1 SW OU08 PMGMT OUT,,,,,,,
1OU08,1OU03,622,Franklin,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,1,OU08,,MGMT IN,B5,1,OU03,MGMT OUT,"B5 R1 OU08 MGMT
B5 R1 SW OU03 PMGMT OUT",B5 R1 OU08 MGMT,B5 R1 SW OU03 PMGMT OUT,,,,,,,
2PDU R3,2PDU R4,623,TSS,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,PDU R3,,MGMT IN,B5,2,PDU R4,MGMT OUT,"B5 R2 PDU R3 MGMT
B5 R2 SW PDU R4 PMGMT OUT",B5 R2 PDU R3 MGMT,B5 R2 SW PDU R4 PMGMT OUT,,,,,,,
2PDU R4,2PDU L4,624,TSS,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,PDU R4,,MGMT IN,B5,2,PDU L4,MGMT OUT,"B5 R2 PDU R4 MGMT
B5 R2 SW PDU L4 PMGMT OUT",B5 R2 PDU R4 MGMT,B5 R2 SW PDU L4 PMGMT OUT,,,,,,,
2PDU L4,2PDU L3,625,TSS,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,2,PDU L4,,MGMT IN,B5,2,PDU L3,MGMT OUT,"B5 R2 PDU L4 MGMT
B5 R2 SW PDU L3 PMGMT OUT",B5 R2 PDU L4 MGMT,B5 R2 SW PDU L3 PMGMT OUT,,,,,,,
3PDU R3,3PDU R4,626,TSS,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,PDU R3,,MGMT IN,B5,3,PDU R4,MGMT OUT,"B5 R3 PDU R3 MGMT
B5 R3 SW PDU R4 PMGMT OUT",B5 R3 PDU R3 MGMT,B5 R3 SW PDU R4 PMGMT OUT,,,,,,,
3PDU R4,3PDU L4,627,TSS,MGMT,4FT,4FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,PDU R4,,MGMT IN,B5,3,PDU L4,MGMT OUT,"B5 R3 PDU R4 MGMT
B5 R3 SW PDU L4 PMGMT OUT",B5 R3 PDU R4 MGMT,B5 R3 SW PDU L4 PMGMT OUT,,,,,,,
3PDU L4,3PDU L3,628,TSS,MGMT,1FT,1FT-CAT6,CAT6,Blue,N/A,N/A,B5,3,PDU L4,,MGMT IN,B5,3,PDU L3,MGMT OUT,"B5 R3 PDU L4 MGMT
B5 R3 SW PDU L3 PMGMT OUT",B5 R3 PDU L4 MGMT,B5 R3 SW PDU L3 PMGMT OUT,,,,,,,
